"exp","wks","bluecol","ind","south","smsa","married","sex","union","ed","black","lwage","id","time"
8,50,"no",0,"no","no","yes","male","no",13,"no",6.43775,"217","5"
9,49,"no",0,"no","no","yes","male","no",13,"no",6.19236,"217","6"
10,49,"no",0,"no","no","yes","male","no",13,"no",6.53233,"217","7"
11,46,"yes",1,"no","no","yes","male","yes",12,"no",6.31536,"218","1"
12,12,"yes",1,"no","no","yes","male","yes",12,"no",6.33328,"218","2"
13,49,"yes",1,"no","no","yes","male","yes",12,"no",6.40192,"218","3"
14,49,"yes",1,"no","no","yes","male","yes",12,"no",6.54103,"218","4"
15,48,"yes",1,"no","no","yes","male","yes",12,"no",6.54679,"218","5"
16,49,"yes",1,"no","no","yes","male","yes",12,"no",6.65028,"218","6"
17,49,"yes",1,"no","no","yes","male","yes",12,"no",6.68835,"218","7"
19,48,"no",0,"no","yes","yes","male","no",12,"no",6.81344,"219","1"
20,43,"no",0,"no","yes","yes","male","no",12,"no",6.80239,"219","2"
21,48,"no",0,"no","yes","yes","male","yes",12,"no",6.95655,"219","3"
22,48,"no",0,"no","yes","yes","male","no",12,"no",7.08841,"219","4"
23,48,"no",0,"no","yes","yes","male","yes",12,"no",7.36455,"219","5"
24,50,"no",0,"no","yes","yes","male","no",12,"no",7.49554,"219","6"
25,50,"yes",0,"no","yes","yes","male","yes",12,"no",7.21082,"219","7"
33,43,"no",0,"yes","yes","yes","male","yes",12,"no",6.47851,"220","1"
34,41,"no",0,"yes","yes","yes","male","yes",12,"no",6.55393,"220","2"
35,43,"no",0,"yes","yes","yes","male","yes",12,"no",6.62804,"220","3"
36,42,"no",0,"yes","yes","yes","male","yes",12,"no",6.74524,"220","4"
37,41,"no",0,"yes","yes","yes","male","yes",12,"no",6.82979,"220","5"
38,45,"no",0,"yes","no","yes","male","yes",12,"no",7.09008,"220","6"
39,46,"no",0,"yes","no","yes","male","yes",12,"no",7.05099,"220","7"
28,44,"no",0,"no","yes","yes","male","no",17,"no",6.90575,"221","1"
29,49,"no",0,"no","yes","yes","male","no",17,"no",6.90575,"221","2"
30,48,"no",0,"no","yes","yes","male","yes",17,"no",7.20786,"221","3"
31,45,"no",0,"no","yes","yes","male","yes",17,"no",7.29302,"221","4"
32,46,"no",0,"no","yes","yes","male","yes",17,"no",7.37776,"221","5"
33,46,"no",0,"no","yes","yes","male","yes",17,"no",7.15462,"221","6"
34,46,"no",0,"no","yes","yes","male","yes",17,"no",7.28207,"221","7"
1,45,"yes",0,"no","yes","no","male","no",11,"no",5.70378,"222","1"
2,46,"yes",0,"no","yes","no","male","no",11,"no",6.2634,"222","2"
3,43,"yes",0,"no","yes","no","male","no",11,"no",5.92693,"222","3"
4,36,"yes",0,"no","yes","no","male","no",11,"no",5.52146,"222","4"
5,44,"no",0,"no","yes","no","male","no",11,"no",5.99146,"222","5"
6,47,"yes",0,"no","yes","no","male","no",11,"no",6.16331,"222","6"
7,51,"yes",0,"no","yes","no","male","no",11,"no",6.35437,"222","7"
12,50,"no",1,"yes","no","yes","male","no",14,"no",6.10925,"223","1"
13,49,"no",1,"yes","no","yes","male","no",14,"no",6.24417,"223","2"
14,50,"no",1,"yes","no","yes","male","no",14,"no",6.28227,"223","3"
15,49,"no",1,"yes","no","yes","male","no",14,"no",6.38519,"223","4"
16,50,"no",1,"yes","no","yes","male","no",14,"no",6.4892,"223","5"
17,49,"no",1,"yes","no","yes","male","no",14,"no",6.55678,"223","6"
18,48,"no",1,"yes","no","yes","male","no",14,"no",6.77422,"223","7"
34,30,"yes",0,"no","yes","yes","male","yes",5,"no",6.90575,"224","1"
35,26,"yes",0,"no","yes","yes","male","yes",5,"no",6.90575,"224","2"
36,30,"yes",0,"no","yes","yes","male","yes",5,"no",7.03878,"224","3"
37,36,"yes",0,"no","yes","yes","male","yes",5,"no",7.12287,"224","4"
38,49,"yes",0,"no","yes","yes","male","yes",5,"no",7.12287,"224","5"
39,44,"yes",0,"no","yes","yes","male","yes",5,"no",7.17012,"224","6"
40,52,"yes",0,"no","yes","yes","male","yes",5,"no",7.30653,"224","7"
10,49,"no",0,"no","yes","no","female","no",12,"no",6.02345,"225","1"
11,49,"no",0,"no","yes","no","female","no",12,"no",6.25383,"225","2"
12,49,"no",0,"no","yes","no","female","no",12,"no",6.33328,"225","3"
13,49,"no",0,"no","yes","no","female","no",12,"no",6.47697,"225","4"
14,49,"no",0,"no","yes","no","female","no",12,"no",6.49072,"225","5"
15,49,"no",0,"no","yes","no","female","no",12,"no",6.84268,"225","6"
16,49,"no",0,"no","yes","no","female","no",12,"no",6.90174,"225","7"
30,49,"yes",1,"yes","no","yes","male","no",12,"no",5.57973,"226","1"
31,52,"yes",1,"yes","no","yes","male","no",12,"no",5.66988,"226","2"
32,51,"yes",1,"yes","no","yes","male","no",12,"no",5.826,"226","3"
33,48,"yes",1,"yes","no","yes","male","no",12,"no",5.87493,"226","4"
34,50,"yes",1,"yes","no","yes","male","no",12,"no",5.8999,"226","5"
35,43,"yes",1,"yes","no","yes","male","no",12,"no",6.10925,"226","6"
36,50,"yes",1,"yes","no","yes","male","no",12,"no",6.19236,"226","7"
29,47,"no",0,"no","yes","yes","male","no",16,"no",6.90575,"227","1"
30,52,"no",0,"no","yes","yes","male","no",16,"no",6.90575,"227","2"
31,43,"no",0,"no","yes","yes","male","no",16,"no",7.1107,"227","3"
32,48,"no",0,"no","yes","yes","male","no",16,"no",7.1309,"227","4"
33,48,"no",0,"no","yes","yes","male","no",16,"no",6.67077,"227","5"
34,48,"no",0,"no","yes","yes","male","no",16,"no",6.90776,"227","6"
35,48,"no",0,"no","yes","yes","male","no",16,"no",6.90776,"227","7"
2,50,"no",0,"yes","yes","yes","male","no",16,"no",6.14633,"228","1"
3,50,"no",0,"yes","yes","yes","male","no",16,"no",6.55108,"228","2"
4,50,"no",0,"no","yes","yes","male","no",16,"no",6.80239,"228","3"
5,50,"no",0,"no","yes","yes","male","no",16,"no",6.90776,"228","4"
6,50,"no",0,"no","yes","yes","male","no",16,"no",7.09008,"228","5"
7,50,"no",0,"no","yes","yes","male","no",16,"no",7.24423,"228","6"
8,49,"no",0,"no","yes","yes","male","no",16,"no",7.31322,"228","7"
16,40,"no",0,"no","yes","no","female","yes",17,"no",6.68461,"229","1"
17,40,"no",0,"no","yes","no","female","no",17,"no",6.74524,"229","2"
18,40,"no",0,"no","yes","no","female","yes",17,"no",6.74524,"229","3"
19,40,"no",0,"no","yes","no","female","no",17,"no",6.85646,"229","4"
20,39,"no",0,"no","yes","no","female","no",17,"no",6.90776,"229","5"
21,42,"no",0,"no","yes","no","female","no",17,"no",6.90776,"229","6"
22,42,"no",1,"no","yes","no","female","yes",17,"no",6.90776,"229","7"
2,50,"yes",0,"no","no","yes","male","yes",12,"no",5.9135,"230","1"
3,50,"yes",0,"no","no","yes","male","yes",12,"no",6.24028,"230","2"
4,50,"yes",0,"no","no","yes","male","yes",12,"no",6.36303,"230","3"
5,50,"yes",0,"no","no","yes","male","yes",12,"no",6.55108,"230","4"
6,50,"yes",0,"no","no","yes","male","yes",12,"no",6.71538,"230","5"
7,50,"yes",0,"no","no","yes","male","yes",12,"no",6.80239,"230","6"
8,50,"yes",0,"no","no","yes","male","yes",12,"no",6.90776,"230","7"
23,49,"no",1,"no","yes","yes","male","no",16,"no",6.90575,"231","1"
24,48,"no",1,"no","yes","yes","male","no",16,"no",6.90575,"231","2"
25,49,"no",1,"no","yes","yes","male","no",16,"no",7.64969,"231","3"
26,48,"no",1,"no","yes","yes","male","no",16,"no",7.88231,"231","4"
27,49,"no",1,"no","yes","yes","male","no",16,"no",7.82405,"231","5"
28,48,"no",1,"no","yes","yes","male","no",16,"no",7.97247,"231","6"
29,48,"no",1,"no","yes","yes","male","no",16,"no",8.04719,"231","7"
27,34,"no",0,"no","no","yes","male","no",17,"no",6.04025,"232","1"
28,49,"no",0,"no","no","yes","male","no",17,"no",6.90575,"232","2"
29,49,"no",0,"no","no","yes","male","no",17,"no",6.95655,"232","3"
30,47,"no",0,"no","no","yes","male","no",17,"no",7.01571,"232","4"
31,46,"no",0,"no","no","yes","male","yes",17,"no",7.09008,"232","5"
32,48,"no",0,"no","no","yes","male","no",17,"no",7.1309,"232","6"
33,48,"no",0,"no","no","yes","male","no",17,"no",7.04141,"232","7"
30,46,"yes",0,"no","yes","yes","male","yes",10,"no",6.63332,"233","1"
31,49,"yes",0,"no","yes","yes","male","yes",10,"no",6.71538,"233","2"
32,47,"yes",1,"no","yes","yes","male","yes",10,"no",6.82979,"233","3"
33,50,"yes",1,"no","yes","yes","male","yes",10,"no",6.90776,"233","4"
34,50,"yes",1,"no","yes","yes","male","no",10,"no",7.00307,"233","5"
35,45,"yes",1,"no","yes","yes","male","yes",10,"no",7.08255,"233","6"
36,39,"yes",1,"no","yes","yes","male","yes",10,"no",7.1309,"233","7"
21,39,"yes",1,"no","no","yes","male","yes",12,"no",6.23245,"234","1"
22,47,"yes",1,"no","no","yes","male","yes",12,"no",6.30262,"234","2"
23,48,"yes",1,"no","no","yes","male","yes",12,"no",6.34564,"234","3"
24,48,"yes",1,"no","no","yes","male","yes",12,"no",6.47235,"234","4"
25,50,"yes",1,"no","no","yes","male","yes",12,"no",6.48768,"234","5"
26,48,"yes",1,"no","no","yes","male","yes",12,"no",6.71538,"234","6"
27,47,"yes",1,"no","no","yes","male","yes",12,"no",6.74524,"234","7"
18,49,"yes",1,"yes","no","yes","male","no",7,"no",5.92693,"235","1"
19,48,"yes",1,"yes","no","yes","male","no",7,"no",5.95324,"235","2"
20,46,"yes",1,"yes","no","yes","male","no",7,"no",6.10925,"235","3"
21,48,"yes",1,"yes","no","yes","male","no",7,"no",6.14204,"235","4"
22,46,"yes",1,"yes","no","yes","male","no",7,"no",6.17379,"235","5"
23,40,"yes",1,"yes","no","yes","male","no",7,"no",6.17379,"235","6"
24,49,"yes",1,"yes","no","yes","male","no",7,"no",6.17379,"235","7"
7,48,"no",1,"no","no","yes","male","no",17,"no",6.90575,"236","1"
8,49,"no",1,"no","no","yes","male","no",17,"no",6.90575,"236","2"
9,49,"no",1,"no","no","yes","male","no",17,"no",7.18917,"236","3"
10,49,"no",1,"no","no","yes","male","no",17,"no",7.19293,"236","4"
11,48,"no",1,"no","yes","yes","male","no",17,"no",7.37776,"236","5"
12,48,"no",1,"no","yes","yes","male","no",17,"no",7.37776,"236","6"
13,48,"no",1,"no","yes","yes","male","no",17,"no",7.48717,"236","7"
6,36,"no",0,"no","no","yes","male","no",16,"no",6.16331,"237","1"
7,36,"no",0,"no","no","yes","male","no",16,"no",6.15273,"237","2"
8,43,"no",0,"no","no","yes","male","no",16,"no",6.3699,"237","3"
9,36,"no",0,"no","no","yes","male","no",16,"no",6.38012,"237","4"
10,40,"no",0,"no","no","yes","male","no",16,"no",6.31716,"237","5"
11,40,"no",0,"no","no","yes","male","no",16,"no",6.57925,"237","6"
12,36,"no",0,"no","no","yes","male","no",16,"no",6.59304,"237","7"
32,52,"no",0,"no","no","no","male","yes",12,"no",6.74524,"238","1"
33,50,"yes",0,"no","no","no","male","no",12,"no",6.85118,"238","2"
34,52,"yes",0,"no","no","yes","male","no",12,"no",6.90776,"238","3"
35,50,"no",0,"no","no","yes","male","no",12,"no",6.96602,"238","4"
36,50,"no",0,"no","no","yes","male","no",12,"no",7.03439,"238","5"
37,48,"no",0,"no","no","yes","male","no",12,"no",6.92067,"238","6"
38,48,"no",0,"no","no","yes","male","no",12,"no",7.03527,"238","7"
27,47,"no",0,"no","yes","yes","male","no",16,"no",6.90575,"239","1"
28,47,"no",0,"no","yes","yes","male","no",16,"no",6.90575,"239","2"
29,47,"no",0,"no","yes","yes","male","no",16,"no",7.82405,"239","3"
30,47,"no",0,"no","yes","yes","male","no",16,"no",7.90101,"239","4"
31,47,"no",0,"no","yes","yes","male","no",16,"no",7.67322,"239","5"
32,47,"no",0,"no","no","yes","male","no",16,"no",8.00637,"239","6"
33,49,"no",0,"no","no","yes","male","no",16,"no",8.05516,"239","7"
34,49,"yes",1,"no","yes","yes","male","yes",12,"no",6.90575,"240","1"
35,49,"yes",1,"no","yes","yes","male","yes",12,"no",6.90575,"240","2"
36,49,"yes",1,"no","yes","yes","male","yes",12,"no",7.12367,"240","3"
37,49,"yes",1,"no","yes","yes","male","yes",12,"no",7.23921,"240","4"
38,49,"yes",0,"no","yes","yes","male","yes",12,"no",7.42357,"240","5"
39,49,"yes",0,"no","yes","yes","male","yes",12,"no",7.46737,"240","6"
40,48,"yes",0,"no","yes","yes","male","yes",12,"no",7.55747,"240","7"
15,50,"yes",0,"no","yes","yes","male","no",10,"no",6.53814,"241","1"
16,49,"yes",0,"no","yes","no","male","no",10,"no",6.62936,"241","2"
17,45,"yes",0,"no","yes","no","male","no",10,"no",6.72263,"241","3"
18,43,"yes",1,"no","yes","yes","male","no",10,"no",6.86485,"241","4"
19,49,"yes",0,"no","yes","yes","male","no",10,"no",6.87626,"241","5"
20,44,"yes",0,"no","yes","yes","male","yes",10,"no",6.75809,"241","6"
21,38,"yes",0,"no","yes","yes","male","yes",10,"no",6.76964,"241","7"
7,47,"yes",0,"no","yes","no","female","yes",10,"no",5.75257,"242","1"
8,45,"yes",0,"no","yes","no","female","yes",10,"no",5.75257,"242","2"
9,46,"yes",0,"no","yes","no","female","yes",10,"no",5.88053,"242","3"
10,41,"yes",0,"no","yes","no","female","yes",10,"no",5.94542,"242","4"
11,48,"yes",0,"no","yes","no","female","yes",10,"no",6.03548,"242","5"
12,45,"yes",0,"no","yes","no","female","yes",10,"no",6.02587,"242","6"
13,39,"yes",0,"no","yes","no","female","yes",10,"no",6.16542,"242","7"
9,46,"yes",1,"no","yes","yes","male","yes",12,"no",6.90575,"243","1"
10,43,"yes",1,"no","yes","yes","male","yes",12,"no",6.90575,"243","2"
11,40,"yes",1,"no","yes","yes","male","yes",12,"no",7.1452,"243","3"
12,43,"yes",0,"no","yes","yes","male","yes",12,"no",7.22548,"243","4"
13,50,"yes",0,"no","yes","yes","male","yes",12,"no",7.33302,"243","5"
14,49,"yes",1,"no","yes","yes","male","yes",12,"no",7.40853,"243","6"
15,48,"yes",1,"no","yes","yes","male","yes",12,"no",7.34601,"243","7"
22,42,"yes",1,"yes","no","yes","male","no",10,"no",6.37161,"244","1"
23,48,"yes",1,"yes","no","yes","male","no",10,"no",6.46925,"244","2"
24,48,"yes",1,"yes","no","yes","male","no",10,"no",6.56948,"244","3"
25,43,"yes",1,"yes","no","yes","male","no",10,"no",6.51175,"244","4"
26,52,"yes",1,"yes","no","yes","male","no",10,"no",6.56526,"244","5"
27,52,"yes",1,"yes","no","yes","male","no",10,"no",6.64639,"244","6"
28,52,"yes",1,"yes","no","yes","male","no",10,"no",6.7334,"244","7"
36,48,"yes",0,"no","yes","yes","male","no",7,"no",6.39693,"245","1"
37,44,"yes",0,"no","yes","yes","male","no",7,"no",6.47697,"245","2"
38,45,"yes",0,"no","yes","yes","male","no",7,"no",6.55108,"245","3"
39,50,"yes",0,"no","yes","yes","male","no",7,"no",6.62007,"245","4"
40,50,"yes",0,"no","yes","yes","male","no",7,"no",6.66568,"245","5"
41,50,"yes",0,"no","yes","yes","male","no",7,"no",6.68461,"245","6"
42,40,"yes",0,"no","yes","yes","male","no",7,"no",6.7093,"245","7"
37,50,"yes",0,"yes","no","yes","male","yes",10,"no",6.47697,"246","1"
38,26,"yes",0,"yes","no","yes","male","no",10,"no",6.35437,"246","2"
39,24,"yes",0,"yes","no","yes","male","yes",10,"no",6.35437,"246","3"
40,39,"yes",0,"yes","no","yes","male","yes",10,"no",6.50728,"246","4"
41,51,"yes",0,"yes","no","yes","male","yes",10,"no",6.59715,"246","5"
42,44,"yes",0,"yes","no","yes","male","yes",10,"no",6.66313,"246","6"
43,46,"yes",0,"yes","no","yes","male","yes",10,"no",6.62007,"246","7"
9,50,"yes",0,"no","yes","no","female","no",7,"yes",5.43808,"247","1"
10,44,"yes",0,"no","yes","no","female","no",7,"yes",5.56068,"247","2"
11,50,"yes",0,"no","yes","no","female","no",7,"yes",5.57973,"247","3"
12,50,"yes",0,"no","yes","no","female","no",7,"yes",5.73657,"247","4"
13,50,"yes",0,"no","yes","no","female","no",7,"yes",5.76832,"247","5"
14,50,"yes",0,"no","yes","no","female","no",7,"yes",5.81413,"247","6"
15,49,"yes",0,"no","yes","no","female","no",7,"yes",6.04025,"247","7"
10,49,"yes",0,"no","yes","no","female","no",11,"no",5.7462,"248","1"
11,50,"yes",0,"no","yes","no","female","no",11,"no",5.73657,"248","2"
12,42,"yes",0,"no","yes","no","female","no",11,"no",5.4161,"248","3"
13,51,"yes",0,"no","yes","no","female","no",11,"no",5.46383,"248","4"
14,52,"no",1,"no","yes","no","female","no",11,"no",6.21461,"248","5"
15,50,"yes",0,"no","yes","no","female","no",11,"no",5.85793,"248","6"
16,47,"yes",0,"no","yes","no","female","no",11,"no",6.21461,"248","7"
30,49,"no",1,"no","yes","yes","male","no",16,"no",6.62007,"249","1"
31,48,"no",1,"no","yes","no","male","no",16,"no",6.55108,"249","2"
32,48,"no",1,"no","yes","no","male","no",16,"no",6.74524,"249","3"
33,47,"no",1,"no","yes","no","male","no",16,"no",6.80239,"249","4"
34,48,"no",1,"no","yes","no","male","no",16,"no",6.95655,"249","5"
35,47,"no",1,"no","yes","no","male","no",16,"no",7.02554,"249","6"
36,48,"no",1,"no","yes","no","male","no",16,"no",7.00307,"249","7"
18,48,"yes",1,"yes","no","yes","male","yes",10,"no",6.05678,"250","1"
19,47,"yes",1,"yes","no","yes","male","yes",10,"no",6.10925,"250","2"
20,48,"yes",1,"yes","no","yes","male","yes",10,"no",6.18415,"250","3"
21,48,"yes",1,"yes","no","yes","male","yes",10,"no",6.28413,"250","4"
22,48,"yes",1,"yes","no","yes","male","yes",10,"no",6.39693,"250","5"
23,48,"yes",1,"yes","no","yes","male","yes",10,"no",6.51471,"250","6"
24,48,"yes",1,"yes","no","yes","male","yes",10,"no",6.57508,"250","7"
6,50,"no",0,"yes","no","yes","male","no",16,"no",5.8861,"251","1"
7,49,"no",0,"yes","yes","yes","male","no",16,"no",6.21461,"251","2"
8,49,"no",0,"yes","no","yes","male","no",16,"no",6.44572,"251","3"
9,50,"no",0,"yes","no","yes","male","no",16,"no",6.39693,"251","4"
10,49,"no",0,"yes","no","no","male","no",16,"no",6.65673,"251","5"
11,50,"no",0,"yes","no","no","male","no",16,"no",6.62007,"251","6"
12,49,"no",0,"yes","no","no","male","no",16,"no",6.62007,"251","7"
25,49,"no",0,"no","yes","yes","male","no",17,"yes",6.90575,"252","1"
26,47,"no",0,"no","yes","yes","male","no",17,"yes",6.90575,"252","2"
27,49,"no",0,"no","yes","yes","male","no",17,"yes",7.54961,"252","3"
28,48,"no",0,"no","yes","yes","male","no",17,"yes",7.6009,"252","4"
29,49,"no",0,"no","yes","yes","male","no",17,"yes",7.67322,"252","5"
30,48,"no",0,"no","yes","yes","male","no",17,"yes",7.6009,"252","6"
31,47,"no",0,"no","yes","yes","male","no",17,"yes",7.69621,"252","7"
7,49,"no",1,"yes","no","yes","male","yes",12,"yes",6.23832,"253","1"
8,32,"no",1,"yes","no","yes","male","yes",12,"yes",6.49224,"253","2"
9,49,"yes",1,"yes","no","yes","male","yes",12,"yes",6.52209,"253","3"
10,49,"yes",1,"yes","no","yes","male","yes",12,"yes",6.58617,"253","4"
11,34,"yes",1,"yes","no","yes","male","yes",12,"yes",6.80239,"253","5"
12,49,"yes",0,"yes","no","yes","male","yes",12,"yes",6.85646,"253","6"
13,49,"no",1,"yes","no","yes","male","yes",12,"yes",6.95655,"253","7"
33,48,"yes",1,"no","no","yes","male","no",12,"no",6.22654,"254","1"
34,48,"yes",1,"no","no","yes","male","no",12,"no",6.30992,"254","2"
35,47,"yes",1,"no","no","yes","male","no",12,"no",6.39693,"254","3"
36,48,"yes",1,"no","no","yes","male","no",12,"no",6.52942,"254","4"
37,48,"yes",1,"no","no","yes","male","no",12,"no",6.61204,"254","5"
38,48,"yes",1,"no","no","yes","male","no",12,"no",6.70441,"254","6"
39,24,"yes",1,"no","no","yes","male","no",12,"no",6.72623,"254","7"
3,48,"yes",1,"no","no","no","female","no",12,"no",6.05209,"255","1"
4,11,"yes",1,"no","no","no","female","yes",12,"no",6.01616,"255","2"
5,37,"yes",1,"no","no","no","female","yes",12,"no",6.27852,"255","3"
6,50,"yes",1,"no","no","no","female","yes",12,"no",6.36819,"255","4"
7,40,"yes",1,"no","no","no","female","yes",12,"no",6.45834,"255","5"
8,47,"yes",1,"no","no","no","female","yes",12,"no",6.56244,"255","6"
9,50,"yes",1,"no","no","no","female","yes",12,"no",6.63068,"255","7"
5,16,"no",0,"yes","yes","yes","male","no",16,"no",6.23048,"256","1"
6,39,"no",0,"yes","yes","yes","male","yes",16,"no",6.35437,"256","2"
7,50,"no",0,"yes","yes","yes","male","yes",16,"no",6.49979,"256","3"
8,50,"no",0,"yes","yes","yes","male","yes",16,"no",6.68461,"256","4"
9,50,"no",0,"yes","yes","yes","male","yes",16,"no",6.98008,"256","5"
10,49,"no",0,"yes","yes","yes","male","yes",16,"no",7.00307,"256","6"
11,48,"no",0,"yes","yes","yes","male","yes",16,"no",7.09008,"256","7"
32,47,"yes",1,"no","no","yes","male","yes",12,"no",6.64379,"257","1"
33,47,"yes",1,"no","no","yes","male","yes",12,"no",6.74406,"257","2"
34,47,"yes",1,"no","no","yes","male","yes",12,"no",6.79906,"257","3"
35,47,"yes",1,"no","no","yes","male","yes",12,"no",6.89366,"257","4"
36,47,"yes",1,"no","no","yes","male","yes",12,"no",7.02731,"257","5"
37,47,"yes",1,"no","no","yes","male","yes",12,"no",7.06476,"257","6"
38,47,"yes",1,"no","no","yes","male","yes",12,"no",7.20042,"257","7"
25,42,"no",0,"yes","no","no","male","no",17,"no",6.51175,"258","1"
26,45,"no",0,"yes","no","no","male","no",17,"no",6.49527,"258","2"
27,47,"no",0,"yes","no","no","male","no",17,"no",6.63726,"258","3"
28,46,"no",0,"yes","no","no","male","no",17,"no",6.63857,"258","4"
29,44,"no",0,"yes","no","no","male","no",17,"no",6.69456,"258","5"
30,51,"no",0,"yes","no","no","male","no",17,"no",6.69827,"258","6"
31,45,"no",0,"yes","no","no","male","no",17,"no",6.99393,"258","7"
10,49,"yes",1,"yes","no","yes","male","no",10,"no",5.85793,"259","1"
11,51,"yes",1,"yes","no","yes","male","no",10,"no",5.85793,"259","2"
12,28,"yes",0,"yes","no","yes","male","no",10,"no",6.21461,"259","3"
13,50,"yes",1,"yes","no","yes","male","no",10,"no",6.18415,"259","4"
14,51,"yes",1,"yes","no","yes","male","no",10,"no",6.23441,"259","5"
15,50,"yes",1,"yes","no","yes","male","no",10,"no",6.18415,"259","6"
