"year","country","opec","com","pop","gdp","sr"
1965,"MALTA","no","no",319,1487,26
1966,"MALTA","no","no",317,1631,26.6
1967,"MALTA","no","no",319,1751,29.1
1968,"MALTA","no","no",319,1921,32.8
1969,"MALTA","no","no",323,2072,34.9
1970,"MALTA","no","no",326,2424,29.2
1971,"MALTA","no","no",324,2442,25.8
1972,"MALTA","no","no",322,2523,22.7
1973,"MALTA","no","no",322,2632,19.2
1974,"MALTA","no","no",324,2829,19.9
1975,"MALTA","no","no",328,3128,17.9
1976,"MALTA","no","no",334,3534,19.4
1977,"MALTA","no","no",343,3843,18.7
1978,"MALTA","no","no",353,4013,18
1979,"MALTA","no","no",360,4249,18.3
1980,"MALTA","no","no",364,4483,19.1
1981,"MALTA","no","no",364,4647,22.2
1982,"MALTA","no","no",362,4856,28.5
1983,"MALTA","no","no",357,4864,24.6
1984,"MALTA","no","no",351,5022,23.2
1985,"MALTA","no","no",344,5321,21.9
1960,"NETHERLANDS","no","no",11487,6077,26.7
1961,"NETHERLANDS","no","no",11639,6225,26.9
1962,"NETHERLANDS","no","no",11806,6402,25.9
1963,"NETHERLANDS","no","no",11966,6577,24.7
1964,"NETHERLANDS","no","no",12128,7117,28.7
1965,"NETHERLANDS","no","no",12294,7396,27.7
1966,"NETHERLANDS","no","no",12456,7528,28.3
1967,"NETHERLANDS","no","no",12598,7853,28.7
1968,"NETHERLANDS","no","no",12730,8301,29.7
1969,"NETHERLANDS","no","no",12879,8749,29.1
1970,"NETHERLANDS","no","no",13039,9199,30.2
1971,"NETHERLANDS","no","no",13195,9466,28.9
1972,"NETHERLANDS","no","no",13329,9683,26.9
1973,"NETHERLANDS","no","no",13439,10064,27.5
1974,"NETHERLANDS","no","no",13545,10375,26.2
1975,"NETHERLANDS","no","no",13666,10255,23
1976,"NETHERLANDS","no","no",13774,10700,23.1
1977,"NETHERLANDS","no","no",13856,10902,24
1978,"NETHERLANDS","no","no",13942,11108,24.1
1979,"NETHERLANDS","no","no",14038,11286,23
1980,"NETHERLANDS","no","no",14150,11284,22.5
1981,"NETHERLANDS","no","no",14247,11079,19.1
1982,"NETHERLANDS","no","no",14313,10869,19.1
1983,"NETHERLANDS","no","no",14367,10983,19.6
1984,"NETHERLANDS","no","no",14424,11288,20.2
1985,"NETHERLANDS","no","no",14492,11539,21.1
1960,"NORWAY","no","no",3581,5610,30.4
1961,"NORWAY","no","no",3610,5854,30.9
1962,"NORWAY","no","no",3639,6078,30.8
1963,"NORWAY","no","no",3667,6364,31.5
1964,"NORWAY","no","no",3694,6656,31.4
1965,"NORWAY","no","no",3723,6950,32.9
1966,"NORWAY","no","no",3753,7213,33.4
1967,"NORWAY","no","no",3785,7576,34.7
1968,"NORWAY","no","no",3819,7654,31.4
1969,"NORWAY","no","no",3851,7960,28.5
1970,"NORWAY","no","no",3877,8034,34.3
1971,"NORWAY","no","no",3903,8321,36.5
1972,"NORWAY","no","no",3933,8746,30.9
1973,"NORWAY","no","no",3961,9070,33.9
1974,"NORWAY","no","no",3985,9461,36.8
1975,"NORWAY","no","no",4007,9773,37.9
1976,"NORWAY","no","no",4026,10428,38.8
1977,"NORWAY","no","no",4043,10728,36.8
1978,"NORWAY","no","no",4059,11205,28.7
1979,"NORWAY","no","no",4073,11719,28.7
1980,"NORWAY","no","no",4091,12141,30
1981,"NORWAY","no","no",4100,12206,28.8
1982,"NORWAY","no","no",4115,12177,29.2
1983,"NORWAY","no","no",4133,12714,27.1
1984,"NORWAY","no","no",4140,13449,29.6
1985,"NORWAY","no","no",4153,14144,27
1960,"PORTUGAL","no","no",8943,1869,22.2
1961,"PORTUGAL","no","no",8937,2001,20.9
1962,"PORTUGAL","no","no",9020,2070,22.6
1963,"PORTUGAL","no","no",9081,2192,21.1
1964,"PORTUGAL","no","no",9123,2244,23
1965,"PORTUGAL","no","no",9129,2407,24.1
1966,"PORTUGAL","no","no",9108,2469,23.5
1967,"PORTUGAL","no","no",9103,2646,24.7
1968,"PORTUGAL","no","no",9115,2922,23.5
1969,"PORTUGAL","no","no",9097,3006,23.1
1970,"PORTUGAL","no","no",9044,3306,27.6
1971,"PORTUGAL","no","no",8644,3740,26.3
1972,"PORTUGAL","no","no",8631,3994,28.2
1973,"PORTUGAL","no","no",8633,4459,29
1974,"PORTUGAL","no","no",8754,4645,25.4
1975,"PORTUGAL","no","no",9093,4310,18.9
1976,"PORTUGAL","no","no",9355,4461,19.9
1977,"PORTUGAL","no","no",9455,4644,23
1978,"PORTUGAL","no","no",9558,4690,24
1979,"PORTUGAL","no","no",9661,4848,24.9
1980,"PORTUGAL","no","no",9766,4982,26.7
1981,"PORTUGAL","no","no",9855,5017,27
1982,"PORTUGAL","no","no",9930,5118,27.8
1983,"PORTUGAL","no","no",10009,5082,21.9
1984,"PORTUGAL","no","no",10089,4974,18.2
1985,"PORTUGAL","no","no",10157,5070,17.8
1960,"ROMANIA","no","yes",18403,431,15.8
1961,"ROMANIA","no","yes",18538,469,23.7
1962,"ROMANIA","no","yes",18673,466,24.8
1963,"ROMANIA","no","yes",18810,509,29.4
1964,"ROMANIA","no","yes",19005,534,26
1965,"ROMANIA","no","yes",19202,590,25.3
1966,"ROMANIA","no","yes",19401,605,27.2
1967,"ROMANIA","no","yes",19602,660,30.4
1968,"ROMANIA","no","yes",19805,698,30.4
1969,"ROMANIA","no","yes",20010,744,30.3
1970,"ROMANIA","no","yes",20253,809,30.8
1971,"ROMANIA","no","yes",20470,862,31.5
1972,"ROMANIA","no","yes",20663,936,31.8
1973,"ROMANIA","no","yes",20828,1029,31
1974,"ROMANIA","no","yes",21029,1103,32.5
1975,"ROMANIA","no","yes",21245,1230,32.5
1976,"ROMANIA","no","yes",21446,1367,35.1
1977,"ROMANIA","no","yes",21658,1412,34.2
1978,"ROMANIA","no","yes",21855,1523,36.4
1979,"ROMANIA","no","yes",22048,1530,35.3
1980,"ROMANIA","no","yes",22201,1422,37.1
1981,"ROMANIA","no","yes",22353,1412,32.1
1982,"ROMANIA","no","yes",22478,1529,29.9
1983,"ROMANIA","no","yes",22553,1748,26.9
1984,"ROMANIA","no","yes",22625,1813,27.1
1985,"ROMANIA","no","yes",22725,1995,24
1960,"SPAIN","no","no",30455,3123,19.3
1961,"SPAIN","no","no",30746,3492,21.8
1962,"SPAIN","no","no",31067,3821,23.7
1963,"SPAIN","no","no",31394,4111,23.2
1964,"SPAIN","no","no",31722,4311,24.4
1965,"SPAIN","no","no",32056,4580,26.7
1966,"SPAIN","no","no",32394,4869,28
1967,"SPAIN","no","no",32735,5040,27.3
1968,"SPAIN","no","no",33080,5299,27.6
1969,"SPAIN","no","no",33428,5717,29.1
1970,"SPAIN","no","no",33779,5861,28.1
1971,"SPAIN","no","no",34190,6025,26.4
1972,"SPAIN","no","no",34448,6490,27.8
1973,"SPAIN","no","no",34810,6943,28.8
1974,"SPAIN","no","no",35147,7291,29.9
1975,"SPAIN","no","no",35515,7238,28.5
1976,"SPAIN","no","no",35937,7387,27.3
1977,"SPAIN","no","no",36367,7444,25.8
1978,"SPAIN","no","no",36778,7412,24.2
1979,"SPAIN","no","no",37108,7348,23.6
1980,"SPAIN","no","no",37386,7390,23.9
1981,"SPAIN","no","no",37756,7239,22.3
1982,"SPAIN","no","no",37980,7301,22.9
1983,"SPAIN","no","no",38172,7375,22.3
1984,"SPAIN","no","no",38342,7380,20.9
1985,"SPAIN","no","no",38574,7536,20.7
1960,"SWEDEN","no","no",7480,7592,25.5
1961,"SWEDEN","no","no",7520,7957,24.9
1962,"SWEDEN","no","no",7562,8233,24.7
1963,"SWEDEN","no","no",7604,8601,24.4
1964,"SWEDEN","no","no",7661,9139,26.2
1965,"SWEDEN","no","no",7734,9402,27
1966,"SWEDEN","no","no",7808,9486,26.2
1967,"SWEDEN","no","no",7868,9723,25.6
1968,"SWEDEN","no","no",7914,10014,25.1
1969,"SWEDEN","no","no",7968,10419,26
1970,"SWEDEN","no","no",8043,10766,27.9
1971,"SWEDEN","no","no",8098,10763,25.6
1972,"SWEDEN","no","no",8122,10963,24.5
1973,"SWEDEN","no","no",8137,11363,23.3
1974,"SWEDEN","no","no",8161,11697,25.1
1975,"SWEDEN","no","no",8193,11958,26.4
1976,"SWEDEN","no","no",8222,12021,25.9
1977,"SWEDEN","no","no",8252,11706,22.2
1978,"SWEDEN","no","no",8276,11812,18.9
1979,"SWEDEN","no","no",8294,12261,21.2
1980,"SWEDEN","no","no",8310,12456,22.7
1981,"SWEDEN","no","no",8320,12370,19.3
1982,"SWEDEN","no","no",8325,12475,18.8
1983,"SWEDEN","no","no",8331,12682,18.3
1984,"SWEDEN","no","no",8337,13198,19.4
1985,"SWEDEN","no","no",8350,13451,21.3
1960,"SWITZERLAND","no","no",5362,9409,28.7
1961,"SWITZERLAND","no","no",5434,10077,31.1
1962,"SWITZERLAND","no","no",5574,10322,30.9
1963,"SWITZERLAND","no","no",5694,10583,30.5
1964,"SWITZERLAND","no","no",5789,10979,31.6
1965,"SWITZERLAND","no","no",5856,11150,29.5
1966,"SWITZERLAND","no","no",5918,11307,28.8
1967,"SWITZERLAND","no","no",5992,11519,29.2
1968,"SWITZERLAND","no","no",6068,11778,28.6
1969,"SWITZERLAND","no","no",6136,12316,28.6
1970,"SWITZERLAND","no","no",6267,12942,31
1971,"SWITZERLAND","no","no",6324,13335,31.2
1972,"SWITZERLAND","no","no",6385,13599,30.5
1973,"SWITZERLAND","no","no",6431,13905,30.4
1974,"SWITZERLAND","no","no",6443,14091,30.7
1975,"SWITZERLAND","no","no",6405,12991,24.1
1976,"SWITZERLAND","no","no",6346,12845,23.3
1977,"SWITZERLAND","no","no",6327,13169,23
1978,"SWITZERLAND","no","no",6337,13183,24.6
1979,"SWITZERLAND","no","no",6351,13535,27.4
1980,"SWITZERLAND","no","no",6319,14301,29.8
1981,"SWITZERLAND","no","no",6354,14387,27.8
1982,"SWITZERLAND","no","no",6391,14146,27
1983,"SWITZERLAND","no","no",6419,14207,27.6
1984,"SWITZERLAND","no","no",6442,14397,28.3
1985,"SWITZERLAND","no","no",6470,14864,28.6
1960,"TURKEY","no","no",27508,1622,16.8
1961,"TURKEY","no","no",28200,1631,17.2
1962,"TURKEY","no","no",28914,1670,17.5
1963,"TURKEY","no","no",29641,1813,17.5
1964,"TURKEY","no","no",30387,1816,17.1
1965,"TURKEY","no","no",31150,1812,16.7
1966,"TURKEY","no","no",31944,1989,20
1967,"TURKEY","no","no",32757,2018,19.4
1968,"TURKEY","no","no",33590,2109,20
1969,"TURKEY","no","no",34445,2163,19.6
1970,"TURKEY","no","no",35321,2202,21.3
1971,"TURKEY","no","no",36248,2368,19.5
1972,"TURKEY","no","no",37217,2463,19.7
1973,"TURKEY","no","no",38201,2471,21.7
1974,"TURKEY","no","no",39162,2658,24.5
1975,"TURKEY","no","no",40078,2838,27.2
1976,"TURKEY","no","no",40952,3007,26.3
1977,"TURKEY","no","no",41777,3112,27.4
1978,"TURKEY","no","no",42593,3052,20.8
1979,"TURKEY","no","no",43466,2955,21.1
1980,"TURKEY","no","no",44438,2874,23.2
1981,"TURKEY","no","no",45500,2858,24.5
1982,"TURKEY","no","no",46657,2868,22.6
1983,"TURKEY","no","no",47877,2909,21.7
1984,"TURKEY","no","no",49105,3022,20.7
1985,"TURKEY","no","no",50306,3077,22.5
1960,"U.K.","no","no",52557,6823,17.3
1961,"U.K.","no","no",52951,6971,17.3
1962,"U.K.","no","no",53412,6978,16.3
1963,"U.K.","no","no",53690,7222,16.4
1964,"U.K.","no","no",54034,7573,19.5
1965,"U.K.","no","no",54378,7679,19.2
1966,"U.K.","no","no",54650,7789,18.9
1967,"U.K.","no","no",54933,7973,19.6
1968,"U.K.","no","no",55156,8250,20.2
1969,"U.K.","no","no",55372,8314,20.1
1970,"U.K.","no","no",55632,8537,20.1
1971,"U.K.","no","no",55928,8655,19.6
1972,"U.K.","no","no",56097,8970,18.6
1973,"U.K.","no","no",56223,9605,20.6
1974,"U.K.","no","no",56236,9411,19.4
1975,"U.K.","no","no",56226,9312,17
1976,"U.K.","no","no",56216,9549,18.6
1977,"U.K.","no","no",56190,9769,18.4
1978,"U.K.","no","no",56178,10133,18.1
1979,"U.K.","no","no",56242,10438,18.2
1980,"U.K.","no","no",56330,10167,15.6
1981,"U.K.","no","no",56352,10017,14.2
1982,"U.K.","no","no",56306,10217,15.4
1983,"U.K.","no","no",56347,10625,16.3
1984,"U.K.","no","no",56460,10892,17.2
1985,"U.K.","no","no",56618,11237,17.2
1960,"U.S.S.R.","no","yes",214400,2397,37.9
1961,"U.S.S.R.","no","yes",217896,2542,39.4
1962,"U.S.S.R.","no","yes",221449,2656,38.4
1963,"U.S.S.R.","no","yes",225060,2681,38.4
1964,"U.S.S.R.","no","yes",227571,2854,39.5
1965,"U.S.S.R.","no","yes",230109,3049,39.9
1966,"U.S.S.R.","no","yes",232676,3247,39.9
1967,"U.S.S.R.","no","yes",235272,3454,40.2
1968,"U.S.S.R.","no","yes",237896,3730,40.6
1969,"U.S.S.R.","no","yes",240550,3808,37.9
1970,"U.S.S.R.","no","yes",242770,4088,38.3
1971,"U.S.S.R.","no","yes",244956,4281,38.6
1972,"U.S.S.R.","no","yes",247162,4429,38.2
1973,"U.S.S.R.","no","yes",249388,4773,38.4
1974,"U.S.S.R.","no","yes",251634,4990,38.4
1975,"U.S.S.R.","no","yes",253900,5194,39.4
1976,"U.S.S.R.","no","yes",256186,5440,38.4
1977,"U.S.S.R.","no","yes",258493,5659,39.3
1978,"U.S.S.R.","no","yes",260821,5874,39
1979,"U.S.S.R.","no","yes",263170,5946,38.4
1980,"U.S.S.R.","no","yes",265540,6119,37.9
1981,"U.S.S.R.","no","yes",267720,6300,37.9
1982,"U.S.S.R.","no","yes",270142,6499,38.2
1983,"U.S.S.R.","no","yes",272586,6737,38.4
1984,"U.S.S.R.","no","yes",275052,6946,38.3
1985,"U.S.S.R.","no","yes",277540,7049,38.6
1960,"YUGOSLAVIA","no","yes",18401,1921,28.2
1961,"YUGOSLAVIA","no","yes",18613,2041,28.8
1962,"YUGOSLAVIA","no","yes",18819,2008,30.3
1963,"YUGOSLAVIA","no","yes",19029,2199,31.6
1964,"YUGOSLAVIA","no","yes",19222,2444,33.4
1965,"YUGOSLAVIA","no","yes",19434,2407,29.9
1966,"YUGOSLAVIA","no","yes",19644,2533,28.3
1967,"YUGOSLAVIA","no","yes",19839,2621,28.3
1968,"YUGOSLAVIA","no","yes",20029,2758,27
1969,"YUGOSLAVIA","no","yes",20208,3184,27.8
1970,"YUGOSLAVIA","no","yes",20371,3297,30.7
1971,"YUGOSLAVIA","no","yes",20572,3664,30
1972,"YUGOSLAVIA","no","yes",20772,3540,28.4
1973,"YUGOSLAVIA","no","yes",20956,3669,30.2
1974,"YUGOSLAVIA","no","yes",21164,4399,27.1
1975,"YUGOSLAVIA","no","yes",21365,4352,29.9
1976,"YUGOSLAVIA","no","yes",21573,4317,31
1977,"YUGOSLAVIA","no","yes",21775,4883,31.8
1978,"YUGOSLAVIA","no","yes",21968,5268,28.3
1979,"YUGOSLAVIA","no","yes",22166,5672,32
1980,"YUGOSLAVIA","no","yes",22304,5565,31
1981,"YUGOSLAVIA","no","yes",22471,5549,31.3
1982,"YUGOSLAVIA","no","yes",22642,5440,30.7
1983,"YUGOSLAVIA","no","yes",22805,5337,30.9
1984,"YUGOSLAVIA","no","yes",22966,5330,31.5
1985,"YUGOSLAVIA","no","yes",23124,5172,31.7
1960,"AUSTRALIA","no","no",10274,7782,30.7
1961,"AUSTRALIA","no","no",10483,7576,26.1
1962,"AUSTRALIA","no","no",10742,7977,29.2
1963,"AUSTRALIA","no","no",10950,8369,29.3
1964,"AUSTRALIA","no","no",11167,8851,32.8
1965,"AUSTRALIA","no","no",11388,8823,31.5
1966,"AUSTRALIA","no","no",11652,9145,31.2
1967,"AUSTRALIA","no","no",11799,9361,30.4
1968,"AUSTRALIA","no","no",12009,10087,32.5
1969,"AUSTRALIA","no","no",12263,10404,31.4
1970,"AUSTRALIA","no","no",12507,10756,31.4
1971,"AUSTRALIA","no","no",12937,10886,29.6
1972,"AUSTRALIA","no","no",13177,11144,28.2
1973,"AUSTRALIA","no","no",13380,11514,30.6
1974,"AUSTRALIA","no","no",13723,11391,28.6
1975,"AUSTRALIA","no","no",13893,11507,27.3
1976,"AUSTRALIA","no","no",14033,11742,28.4
1977,"AUSTRALIA","no","no",14192,11662,25.9
1978,"AUSTRALIA","no","no",14358,12161,28.2
1979,"AUSTRALIA","no","no",14514,12227,27.3
1980,"AUSTRALIA","no","no",14692,12520,28.4
1981,"AUSTRALIA","no","no",14927,12689,30
1982,"AUSTRALIA","no","no",15178,12132,25.1
1983,"AUSTRALIA","no","no",15369,12784,26.6
1984,"AUSTRALIA","no","no",15544,13274,27.2
1985,"AUSTRALIA","no","no",15758,13583,27.3
1960,"FIJI","no","no",394,2108,19.7
1961,"FIJI","no","no",407,2167,19.3
1962,"FIJI","no","no",421,2125,16.2
1963,"FIJI","no","no",435,2265,17.4
1964,"FIJI","no","no",449,2352,19.4
1965,"FIJI","no","no",464,2160,18.6
1966,"FIJI","no","no",475,2098,18.3
1967,"FIJI","no","no",486,2243,18.2
1968,"FIJI","no","no",497,2292,22.3
1969,"FIJI","no","no",508,2336,20.6
1970,"FIJI","no","no",520,2592,18.6
1971,"FIJI","no","no",531,2722,19.6
1972,"FIJI","no","no",542,2877,20.4
1973,"FIJI","no","no",554,3183,19.4
1974,"FIJI","no","no",565,3311,16.4
1975,"FIJI","no","no",576,3318,17.5
1976,"FIJI","no","no",587,3431,16.8
1977,"FIJI","no","no",596,3532,16.3
1978,"FIJI","no","no",607,3522,17.3
1979,"FIJI","no","no",621,3778,21.1
1980,"FIJI","no","no",634,3609,23.6
1981,"FIJI","no","no",646,3815,23.2
1982,"FIJI","no","no",658,3517,17.7
1983,"FIJI","no","no",672,3319,16
1984,"FIJI","no","no",686,3499,13.4
1985,"FIJI","no","no",697,3281,13.5
1960,"NEW ZEALAND","no","no",2380,7960,23.7
1961,"NEW ZEALAND","no","no",2428,8066,25.1
1962,"NEW ZEALAND","no","no",2490,8154,23.1
1963,"NEW ZEALAND","no","no",2540,8387,24.3
1964,"NEW ZEALAND","no","no",2593,8677,26.4
1965,"NEW ZEALAND","no","no",2636,9032,28.2
1966,"NEW ZEALAND","no","no",2685,9121,29.3
1967,"NEW ZEALAND","no","no",2733,8704,25.3
1968,"NEW ZEALAND","no","no",2757,8624,21.2
1969,"NEW ZEALAND","no","no",2813,9122,23.8
1970,"NEW ZEALAND","no","no",2820,9392,23.8
1971,"NEW ZEALAND","no","no",2854,9726,24.3
1972,"NEW ZEALAND","no","no",2902,10004,24.4
1973,"NEW ZEALAND","no","no",2956,10631,29.5
1974,"NEW ZEALAND","no","no",3024,11088,34
1975,"NEW ZEALAND","no","no",3087,10526,23.7
1976,"NEW ZEALAND","no","no",3111,10631,24.5
1977,"NEW ZEALAND","no","no",3120,10045,22.9
1978,"NEW ZEALAND","no","no",3121,10036,19.5
1979,"NEW ZEALAND","no","no",3109,10342,21.4
1980,"NEW ZEALAND","no","no",3113,10362,19.7
1981,"NEW ZEALAND","no","no",3145,10815,22.6
1982,"NEW ZEALAND","no","no",3181,10896,23.7
1983,"NEW ZEALAND","no","no",3222,11004,24
1984,"NEW ZEALAND","no","no",3253,11446,26
1985,"NEW ZEALAND","no","no",3272,11443,24.4
1960,"PAPUA N.GUINEA ","no","no",1935,1235,9.9
1961,"PAPUA N.GUINEA ","no","no",1975,1333,7.9
1962,"PAPUA N.GUINEA ","no","no",2016,1413,9.4
1963,"PAPUA N.GUINEA ","no","no",2058,1467,11.7
1964,"PAPUA N.GUINEA ","no","no",2100,1606,13.2
1965,"PAPUA N.GUINEA ","no","no",2144,1700,15
1966,"PAPUA N.GUINEA ","no","no",2189,1764,15.2
1967,"PAPUA N.GUINEA ","no","no",2241,1758,15.6
1968,"PAPUA N.GUINEA ","no","no",2296,1808,15.6
1969,"PAPUA N.GUINEA ","no","no",2357,1982,25.5
1970,"PAPUA N.GUINEA ","no","no",2422,1896,30.4
1971,"PAPUA N.GUINEA ","no","no",2482,1941,31.2
1972,"PAPUA N.GUINEA ","no","no",2542,1929,20.8
1973,"PAPUA N.GUINEA ","no","no",2603,1903,13.1
1974,"PAPUA N.GUINEA ","no","no",2665,1908,13.5
1975,"PAPUA N.GUINEA ","no","no",2729,1874,13.2
1976,"PAPUA N.GUINEA ","no","no",2794,1771,12.4
1977,"PAPUA N.GUINEA ","no","no",2861,1757,13.1
1978,"PAPUA N.GUINEA ","no","no",2928,1826,12.7
1979,"PAPUA N.GUINEA ","no","no",2998,1824,15.2
1980,"PAPUA N.GUINEA ","no","no",3070,1779,15.8
1981,"PAPUA N.GUINEA ","no","no",3148,1721,15.3
1982,"PAPUA N.GUINEA ","no","no",3225,1655,17.6
1983,"PAPUA N.GUINEA ","no","no",3302,1644,18.1
1984,"PAPUA N.GUINEA ","no","no",3380,1594,16.6
1985,"PAPUA N.GUINEA ","no","no",3460,1619,11.5
